,,,,,15:00:00,18:00:00,Medium,03:00:00,review thw works and integrating the apis,,,Completed
,,,,,18:00:00,19:00:00,,01:00:00,meet and countinue the lms work,,,Completed
,,,,,,,,00:00:00,,,,
,06/06/2026,10:00:00,18:00:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and assiging the task,,,Completed
,,,,,11:00:00,14:00:00,High,03:00:00,working on the lms api integration,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,working on the lms api integration,,,Completed
,,,,,,,,00:00:00,,,,
,06/07/2026,,,,,,,00:00:00,SUNDAY,,,
,,,,,,,,00:00:00,,,,
,06/08/2026,10:00:00,19:45:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and assiging the task,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,11:30:00,14:00:00,High,02:30:00,working on lms api integration and assist with kuberan,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,review the works and explain about flow of new onboarding flow for folleu to interns,,,Completed
,,,,,18:00:00,19:45:00,Medium,01:45:00,lms integration,,,Completed
,,,,,,,,00:00:00,,,,
,06/09/2026,10:00:00,24:00:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and assiging the task,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,11:30:00,14:00:00,High,02:30:00,lms api integration,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,lms api integration and review the works,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,Completed
,,,,,18:30:00,24:00:00,High,05:30:00,lms api integration,,,Completed
,,,,,,,,00:00:00,,,,
,06/10/2026,0:00:00,13:00:00,lms,0:00:00,6:00:00,High,06:00:00,lms api integration,,,Completed
,,,,,8:00:00,13:00:00,Medium,05:00:00,lms api integration and planning for follei RAG systems and assign the task to everyone,,,Completed
,,,,,,,,00:00:00,,,,
,,,,,,,,00:00:00,,,,
,06/11/2026,10:00:00,19:30:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and assiging the task,,,Completed
,,,,,11:00:00,14:00:00,High,03:00:00,lms api integration,,,Completed
,,,,,15:00:00,18:00:00,Medium,03:00:00,connect with syed and plan MCPs ,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,Completed
,,,,,18:30:00,19:30:00,Medium,01:00:00,review the backend and host it,,,Completed
,,,,,,,,00:00:00,,,,
,06/12/2026,10:00:00,19:30:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and assiging the task,,,Completed
,,,,,11:00:00,14:00:00,High,03:00:00,lms api integration,,,Completed
,,,,,15:00:00,18:00:00,Medium,03:00:00,lms api integration,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,Completed
,,,,,18:30:00,19:30:00,Medium,01:00:00,review the works and lms api integration,,,Completed
,,,,,,,,00:00:00,,,,
,13/06/2026,10:00:00,18:00:00,lms,10:00:00,14:00:00,High,04:00:00,checking the lms api data missing and error and then not connected api list,,,
,,,,,15:00:00,18:00:00,Medium,03:00:00,connecting the pending api and take list for student pending api data list,,,Completed
,,,,,,,,00:00:00,,,,Completed
,14/06/2026,,,,,,,00:00:00,SUNDAY,,,
,,,,,,,,00:00:00,,,,
,15/06/2026,10:00:00,19:30:00,task assign and lms,10:00:00,14:00:00,Medium,04:00:00,task assign connecting the pending api and take list for instructor pending api data list,,,Completed
,,,,,15:00:00,19:30:00,High,04:30:00,connecting the pending api and take list for admin pending api data list,,,Completed
,,,,,,,,00:00:00,,,,
,16/06/2026,10:00:00,18:30:00,task assign,10:00:00,11:00:00,Medium,01:00:00,task assign and explain the follei flow,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,11:30:00,14:00:00,High,02:30:00,creating the new folder structure for follei and link to git hub and create new RAG chnages on follei,,,Completed
,,,,,15:00:00,18:00:00,Medium,03:00:00,Fixing The Rag for the follei and asigned backend to interns,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,Completed
,,,,,,,,00:00:00,,,,
,17/06/2026,10:00:00,0:00:00,task assign,10:00:00,11:00:00,Medium,01:00:00,review the works and task assign to ervery one,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,11:30:00,14:00:00,High,02:30:00,Review the backend code and merging,,,Completed
,,,,,15:00:00,16:00:00,Medium,01:00:00,fixing the some issues on lms and backend api url change,,,Completed
,,,,,16:00:00,20:00:00,Low,04:00:00,basic miagrations and docker containers creation,,,Completed
,,,,,21:30:00,0:00:00,High,02:30:00,working on leads api,,,Completed
,,,,,,,,00:00:00,,,,
,18/06/2026(17&18 night shift),0:00:00,5:00:00,,0:00:00,5:00:00,Medium,05:00:00,working in miagrating FOLLEI to the office pc and merge te backend and frontend and create docker containers,,,Completed
,,,,,,,,00:00:00,,,,
,,,,,,,,,,,,
,18/06/2026,,,,,,,00:00:00,COMPENSATION FOR PREVIOUS DAY NIGHT SHIFT,,,
,,,,,,,,,,,,
,19/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,task assign,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,12:00:00,14:00:00,Medium,02:00:00,merging the files and checking the correction on yesteday task pages,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,implementing MCPS,,,
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,working on LMS updates,,,Completed
,,,,,,,,,,,,Completed
,,,,,,,,,,,,Completed
,20/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,review interns code with naveen,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,12:00:00,14:00:00,Medium,02:00:00,review session with interns and a meet with naveen sir,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,implementing syed's MCPs AND WORKING ON THEM,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,working on LMS updates,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,22/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,review interns code with rajdeep and meet,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,Completed
,,,,,12:00:00,14:00:00,Medium,02:00:00,implementing new api and created new two users in LMS coireiand super admin,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,rviewing the backend code and fincing issues assiged to syed and vijayalaksmi,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,cms work started ,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,23/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,work on lms remaining API and fixed a DB error ,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,implementating cms in lms,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,Fixing follei,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,24/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,work on lms new api and review,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,implementating cms in lms,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,follei models,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,25/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,LMS Error debugging,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,26/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,work on lms new api and review,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,implementating in new apis in folllei,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,follei integration,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,26/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,crm integration,,,In-Progress 
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,"implementating in new apis in follei, rag working",,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,follei integration,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,27/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,folei code miagration and merging started,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,crm in follei,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,follei integration,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,28/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,LMS miagration and merging started,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,lms database issue resolved,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,LMS DB UPDATING,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes and tasks,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,29/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,follei new updates and calls porviding research,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,mails and sms finished,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,whsatsapp working ,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,30/06/2026,10:00:00,18:30:00,task assign,10:30:00,11:00:00,Medium,00:30:00,LMS Integration with frontend and plan based security added,,,Completed
,,,,,11:00:00,11:30:00,Low,00:30:00,meet,,,
,,,,,12:00:00,14:00:00,Medium,02:00:00,lms mails fuinction created,,,Completed
,,,,,15:00:00,18:00:00,High,03:00:00,lms login mail updates added,,,Completed
,,,,,18:00:00,18:30:00,Low,00:30:00,meet,,,
,,,,,18:30:00,19:00:00,Medium,00:30:00,rviewing codes,,,Completed
